Gene Symbol,p-value,Fold-change,Comparison,Experiment,Tissue
Camsap3,0.040995,-1.14662,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Camta1,0.0152586,-1.10721,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Camta2,0.0126437,-1.23022,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cand1,0.0357643,1.09667,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cand2,0.342038,-1.063,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cant1,0.0137635,-1.22322,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Canx,0.115934,1.05679,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cap1,0.028061,-1.10286,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cap2,0.92796,1.00345,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capg,0.979714,1.00224,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capn1,0.118215,-1.20551,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capn10,0.145,-1.07759,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capn11,0.094297,1.14808,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capn12,0.154405,-1.15569,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capn13,0.767569,1.0232,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capn15,0.000711658,-1.38361,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capn2,0.0968621,-1.08547,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capn3,0.0116025,1.17723,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capn5,0.030492,-1.23192,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capn6,0.358298,-1.09819,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capn7,0.000166817,1.2475,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capn8,0.424481,1.05256,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capn9,0.000398709,-1.30665,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capns1,0.247207,-1.04201,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capns2,0.118734,1.23107,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Caprin1,0.0999427,1.04001,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Caprin2,0.337529,1.06588,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Caps2,0.660637,1.0458,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capsl,0.0707194,1.25141,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capza1,0.516611,1.04465,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capza2,0.100194,1.07508,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capza3,0.193308,1.11889,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Capzb,0.00277634,-1.0927,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Car1,0.299581,-1.08066,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Car10,0.000978432,-1.28574,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Car11,0.0623434,-1.14718,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Car12,0.296516,1.17407,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Car13,0.761392,1.07747,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Car14,0.938092,1.00745,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Car15,0.237012,-1.13609,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Car2,0.707443,1.02957,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Car3,0.0179144,1.36487,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Car4,0.0383576,-1.27232,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Car5a,0.838356,-1.01834,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Car5b,0.240672,1.11568,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Car6,0.527497,-1.05682,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Car7,0.181943,-1.26802,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Car8,0.202736,1.09162,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Car9,0.819935,-1.0185,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Card10,0.189747,-1.13638,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Card11,0.835652,1.01828,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Card14,0.521499,1.04674,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Card6,0.897614,-1.01273,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Card9,0.317683,-1.06608,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Carf,0.00158829,1.22331,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Carhsp1,0.363,1.0512,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Carkd,0.137367,-1.0956,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Carm1,0.000860597,-1.19324,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Carnmt1,0.0332863,-1.14442,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Carns1,0.0323057,-1.11054,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cars,0.159291,-1.08825,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cars2,0.222869,-1.08832,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cartpt,0.317871,-1.13458,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casc1,0.94794,1.00741,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casc3,0.0435399,-1.10264,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casc4,0.420841,-1.02282,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casc5,0.353466,1.09424,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casd1,0.0081813,1.11189,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cask,0.370581,1.03724,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Caskin1,0.0222832,-1.177,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Caskin2,0.00280191,-1.18732,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casp1,0.279182,1.27569,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casp12,0.00990165,1.27186,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casp14,0.559807,1.06563,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casp2,0.493265,1.0515,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casp3,0.416726,1.06997,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casp4,0.102122,1.15545,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casp6,0.835318,1.01474,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casp7,0.398125,1.0669,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casp8,0.529689,1.09035,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casp8ap2,0.00111546,1.26073,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casp9,0.0138775,-1.24138,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casq1,0.0197989,-1.20467,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casq2,0.252593,-1.1033,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casr,0.71056,-1.04907,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cass4,0.818937,1.02864,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cast,0.0393546,1.19425,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Casz1,0.88508,-1.01635,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cat,0.0639358,1.15175,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Catip,0.941922,1.00636,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Catsper1,0.226762,1.09288,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Catsper2,0.521682,-1.04398,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Catsper3,0.232856,1.08803,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Catsper4,0.715711,-1.03645,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Catsperb,0.938796,-1.00636,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Catsperd,0.597579,-1.04366,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Catsperg1,0.483941,-1.07869,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Catsperg2,0.460116,-1.0891,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cav1,0.739781,-1.01962,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cav2,0.000763143,1.54507,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cav3,0.450287,1.08317,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbarp,0.0151047,-1.16671,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbfa2t2,0.617367,1.02262,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbfa2t3,0.3687,-1.09173,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbfb,0.121166,1.07783,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbl,0.965578,1.00196,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cblb,0.279112,-1.06738,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cblc,0.680595,-1.0478,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbll1,0.406167,-1.05649,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbln1,0.00396835,-1.37786,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbln2,0.0386628,1.16818,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbln3,0.421759,1.07674,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbln4,0.732487,-1.0405,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbr1,0.0367622,-1.12231,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbr2,0.73526,1.05484,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbr3,0.149893,-1.17046,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbr4,0.370964,1.06487,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbs,0.0968431,1.11212,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbwd1,0.773402,-1.01628,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbx1,0.271955,1.05593,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbx2,0.803024,1.02247,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbx3,0.0192364,1.11106,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbx4,0.00961581,-1.17162,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbx5,0.202213,1.06883,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbx7,5.33E-05,1.55168,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cbx8,0.0308322,-1.18441,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cby1,0.0120427,-1.1711,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cby3,0.536687,-1.0323,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cc2d1a,0.00242936,-1.27602,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cc2d1b,0.41425,-1.05728,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cc2d2a,0.0382938,1.12568,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Cc2d2b,0.877298,-1.01394,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccar1,0.00343747,1.11413,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccar2,0.342674,-1.0487,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccbe1,0.112127,1.21609,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccbl1,0.124091,-1.08295,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccbl2,0.240094,1.14674,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc102a,0.878274,-1.0098,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc105,0.521742,-1.05908,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc106,0.19953,-1.11023,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc107,0.187796,-1.10265,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc108,0.62235,1.05113,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc109b,0.804148,1.02991,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc110,0.87179,1.01389,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc112,0.580178,1.04946,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc113,0.00257756,1.32525,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc114,0.620505,-1.04061,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc115,0.348582,1.06914,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc116,0.650099,1.03682,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc117,0.0315172,-1.12756,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc12,0.00875186,-1.15902,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc120,0.00597687,-1.2123,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc121,0.141801,-1.16842,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc122,0.0716646,1.12691,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc124,0.870428,-1.01235,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc125,0.385791,-1.07326,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc126,0.567824,-1.04993,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc127,0.242116,1.06953,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc129,0.744989,1.03251,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc13,0.369852,1.08966,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc130,0.400816,1.05643,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc134,0.436439,-1.05496,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc136,0.542843,-1.04725,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc137,0.00887049,-1.16921,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc138,0.145981,1.11796,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc14,0.0855366,1.17095,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc141,0.392893,1.06774,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc142,0.319226,-1.0857,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc144b,0.902386,-1.01353,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc146,0.503753,1.06971,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc148,0.000125981,1.31399,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc149,0.00836958,1.16457,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc15,0.0219408,1.11875,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc150,0.399577,1.05877,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc151,0.698457,1.04716,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc152,0.326095,1.0707,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc153,0.229922,1.13577,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc154,0.358745,1.08738,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc155,0.0312819,1.22699,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Ccdc157,0.689841,-1.02926,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
